1	0.002841	4764492
1.73	0.01023	17154840
2	0.00414	6942260
2.65	0.008184	13723320
3	0.008907	14935934
3.46	0.008682	14559496
3.61	0.009244	15500640
4	0.004559	7644784
4.36	0.00936	15695402
4.58	0.016126	27041972
5	0.004936	8276414
5.2	0.007846	13156418
5.29	0.009903	16605812
5.57	0.009805	16442136
6	0.007558	12674274
6.08	0.010033	16824184
6.24	0.014988	25132688
6.56	0.010316	17298610
6.93	0.007324	12282318
7	0.015476	25950908
7.21	0.010291	17257148
7.55	0.014336	24040442
7.81	0.010471	17559656
7.94	0.014186	23788250
8	0.00532	8921116
8.19	0.010655	17866904
8.54	0.010553	17696254
8.66	0.006964	11678570
8.72	0.0107	17942252
8.89	0.010636	17835104
9	0.006897	11565950
9.17	0.013748	23054524
9.54	0.021653	36309590
9.64	0.013617	22834612
9.85	0.010899	18276046
10	0.005396	9049220
10.15	0.010815	18136266
10.39	0.006711	11253052
10.44	0.010937	18340210
10.54	0.01337	22419930
10.58	0.010886	18254870
10.82	0.013312	22323392
11	0.005524	9262460
11.14	0.011055	18538670
11.27	0.010998	18442370
11.36	0.013198	22131168
11.53	0.022068	37005372
11.79	0.011016	18472596
12	0.006529	10948202
12.12	0.01956	32800258
12.17	0.011119	18645200
12.29	0.011079	18578182
12.49	0.012975	21758324
12.53	0.011179	18746486
12.77	0.011192	18768228
13	0.016733	28059556
13.08	0.012874	21588816
13.11	0.011146	18690618
13.23	0.011219	18812528
13.45	0.01118	18747730
13.53	0.012807	21475274
13.75	0.012777	21425206
13.86	0.00638	10699240
13.89	0.01125	18864882
14	0.016867	28284428
14.11	0.011274	18904926
14.18	0.01271	21312972
14.42	0.011293	18938060
14.53	0.01127	18899076
14.73	0.022572	37851698
14.8	0.012627	21174406
14.93	0.011324	18988498
15	0.006307	10575480
15.1	0.012599	21127954
15.13	0.011312	18968818
15.39	0.012557	21057478
15.52	0.011339	19014262
15.59	0.00627	10514840
15.62	0.011357	19045188
15.72	0.022707	38077828
15.87	0.012499	20960036
16	0.002932	4916936
