1	0.004473	460838
1.73	0.005928	610714
2	0.005914	609294
2.65	0.011743	1209748
3	0.005886	606358
3.46	0.005871	604850
3.61	0.011787	1214330
4	0.005884	606158
4.36	0.011762	1211690
4.58	0.011766	1212130
5	0.005895	607258
5.2	0.005896	607382
5.29	0.011793	1214950
5.57	0.011793	1214878
6	0.005895	607326
6.08	0.011773	1212812
6.24	0.011767	1212222
6.56	0.011788	1214378
6.93	0.00588	605728
7	0.017629	1816108
7.21	0.011749	1210426
7.55	0.01177	1212560
7.81	0.011753	1210776
7.94	0.011743	1209744
8	0.005883	606096
8.19	0.01176	1211562
8.54	0.011736	1209026
8.66	0.005866	604332
8.72	0.011754	1210926
8.89	0.01175	1210506
9	0.005883	606066
9.17	0.011777	1213294
9.54	0.023512	2422208
9.64	0.011768	1212364
9.85	0.011744	1209894
10	0.005893	607058
10.15	0.011731	1208484
10.39	0.00587	604712
10.44	0.011752	1210662
10.54	0.011738	1209294
10.58	0.011763	1211782
10.82	0.011749	1210432
11	0.005875	605232
11.14	0.011745	1209990
11.27	0.011755	1210956
11.36	0.011735	1208914
11.53	0.023496	2420594
11.79	0.011711	1206484
12	0.005881	605886
12.12	0.017607	1813882
12.17	0.011749	1210382
12.29	0.011758	1211352
12.49	0.011722	1207630
12.53	0.01175	1210508
12.77	0.011735	1208984
13	0.017592	1812366
13.08	0.011727	1208132
13.11	0.01177	1212544
13.23	0.011742	1209664
13.45	0.011724	1207758
13.53	0.011733	1208734
13.75	0.011739	1209398
13.86	0.005869	604594
13.89	0.011736	1209070
14	0.017606	1813818
14.11	0.011724	1207814
14.18	0.011719	1207284
14.42	0.011742	1209704
14.53	0.01172	1207408
14.73	0.023479	2418798
14.8	0.011722	1207610
14.93	0.01173	1208440
15	0.005883	606080
15.1	0.011756	1211110
15.13	0.011729	1208338
15.39	0.01173	1208460
15.52	0.011768	1212354
15.59	0.005851	602736
15.62	0.011709	1206246
15.72	0.023453	2416124
15.87	0.011738	1209256
16	0.002945	303430
