0	0.00000	0.0000000	0.0000000	0.0000000	4.6249700	0.0000000
1	0.12256	0.8059500	0.0093037	0.3719409	-0.7582470	0.0091880
2	0.24512	2.1070200	0.2897380	1.2377916	-0.9074430	0.2861360
3	0.36768	1.8863900	0.3314970	1.1802782	-1.0159100	0.3273770
4	0.49025	2.0843000	0.3399190	1.2777498	-0.9268520	0.3214860
5	0.61281	2.2505400	0.2883310	1.3009615	-0.5467760	0.2385070
6	0.73537	2.5523300	0.3951420	1.5435629	-0.2809200	0.3268600
7	0.85793	3.7217300	0.2075190	1.8821114	0.1509420	0.1449150
8	0.98049	2.8450200	0.2535220	1.5336387	-0.1653200	0.1770390
9	1.10305	3.4953400	0.1683790	1.7411072	-0.1393860	0.1013430
10	1.22562	3.1101700	0.3692610	1.7686820	-0.3909530	0.2222490
11	1.34818	3.2867800	0.3647440	1.8436307	-0.2572070	0.2195300
12	1.47074	4.4185600	0.2711610	2.2592921	-0.1655240	0.1370460
13	1.59330	3.9466700	0.1377810	1.9135852	-0.2141800	0.0696352
14	1.71586	3.0140000	0.1937720	1.5499213	-0.2169220	0.0979332
15	1.83842	4.1011800	0.2264430	2.0717689	-0.0096714	0.1144450
