1	0.00126	8190
1.73	0.029114	189238
2	0.025675	166886
2.65	0.046538	302500
3	0.023911	155422
3.46	0.024147	156958
3.61	0.047939	311606
4	0.024025	156164
4.36	0.048032	312208
4.58	0.047776	310542
5	0.023883	155242
5.2	0.023969	155800
5.29	0.047653	309744
5.57	0.047877	311198
6	0.024006	156040
6.08	0.047821	310838
6.24	0.048061	312396
6.56	0.047705	310084
6.93	0.024031	156204
7	0.07161	465462
7.21	0.047794	310660
7.55	0.047874	311180
7.81	0.047755	310410
7.94	0.047817	310808
8	0.012073	78476
