1	0.000304	31358
1.73	0.007243	746130
2	0.006287	647716
2.65	0.011406	1175044
3	0.005887	606484
3.46	0.005959	613936
3.61	0.01183	1218722
4	0.005877	605484
4.36	0.011729	1208338
4.58	0.011799	1215576
5	0.005903	608170
5.2	0.0059	607862
5.29	0.01179	1214572
5.57	0.011783	1213878
6	0.005879	605666
6.08	0.011738	1209278
6.24	0.011795	1215104
6.56	0.011797	1215362
6.93	0.005908	608640
7	0.017656	1818950
7.21	0.011789	1214474
7.55	0.011785	1214102
7.81	0.011789	1214502
7.94	0.011772	1212710
8	0.005906	608408
8.19	0.011777	1213256
8.54	0.011766	1212174
8.66	0.005891	606922
8.72	0.011803	1215980
8.89	0.011788	1214412
9	0.005885	606306
9.17	0.011819	1217630
9.54	0.02358	2429200
9.64	0.011795	1215094
9.85	0.01177	1212564
10	0.005887	606496
10.15	0.011755	1210980
10.39	0.005921	609968
10.44	0.011767	1212282
10.54	0.011805	1216202
10.58	0.011804	1216024
10.82	0.011827	1218422
11	0.005879	605670
11.14	0.011789	1214536
11.27	0.011798	1215468
11.36	0.011771	1212634
11.53	0.023532	2424244
11.79	0.011767	1212232
12	0.005887	606454
12.12	0.017654	1818692
12.17	0.01176	1211474
12.29	0.011803	1215996
12.49	0.011752	1210708
12.53	0.011781	1213652
12.77	0.011793	1214892
13	0.017643	1817590
13.08	0.011765	1212040
13.11	0.011748	1210242
13.23	0.011804	1216058
13.45	0.011787	1214276
13.53	0.011795	1215114
13.75	0.011758	1211320
13.86	0.005878	605554
13.89	0.011789	1214498
14	0.017677	1821136
14.11	0.011799	1215512
14.18	0.011761	1211590
14.42	0.011756	1211060
14.53	0.011797	1215306
14.73	0.023546	2425728
14.8	0.01176	1211492
14.93	0.011805	1216112
15	0.005876	605312
15.1	0.011738	1209242
15.13	0.011761	1211630
15.39	0.011787	1214328
15.52	0.011788	1214424
15.59	0.005877	605412
15.62	0.011792	1214810
15.72	0.023554	2426500
15.87	0.011774	1212972
16	0.00295	303864
