1	0.000605	568760
1.73	0.014591	13707308
2	0.002014	1892150
2.65	0.004008	3765504
3	0.013061	12269566
3.46	0.012766	11992376
3.61	0.005224	4907224
4	0.002559	2404162
4.36	0.005425	5096580
4.58	0.023962	22510534
5	0.003025	2841478
5.2	0.011676	10969098
5.29	0.006113	5742718
5.57	0.006046	5680172
6	0.011262	10579992
6.08	0.006355	5969924
6.24	0.02233	20977626
6.56	0.006707	6300308
6.93	0.010887	10227720
7	0.010171	9554462
7.21	0.006797	6384854
7.55	0.021271	19982344
7.81	0.007069	6640328
7.94	0.021	19727596
8	0.00361	3391024
8.19	0.007271	6830208
8.54	0.007309	6866230
8.66	0.010254	9633022
8.72	0.007412	6962932
8.89	0.007437	6986550
9	0.010123	9510184
9.17	0.020145	18924320
9.54	0.015361	14430238
9.64	0.019857	18654358
9.85	0.007781	7309434
10	0.003908	3670948
10.15	0.007863	7386352
10.39	0.009701	9112970
10.44	0.007947	7465538
10.54	0.019286	18117752
10.58	0.007985	7501572
10.82	0.019131	17972202
11	0.004052	3806168
11.14	0.008141	7647944
11.27	0.008189	7693138
11.36	0.018838	17697124
11.53	0.01655	15547628
11.79	0.00837	7862758
12	0.009224	8665268
12.12	0.027585	25914132
12.17	0.008426	7915610
12.29	0.008488	7974102
12.49	0.018197	17094816
12.53	0.008495	7980456
12.77	0.008558	8039782
13	0.013035	12245198
13.08	0.017897	16812716
13.11	0.008762	8230970
13.23	0.008691	8164418
13.45	0.00883	8294742
13.53	0.017629	16561452
13.75	0.01753	16467752
13.86	0.008744	8213886
13.89	0.008879	8340758
14	0.013368	12558020
14.11	0.008878	8340434
14.18	0.017328	16278142
14.42	0.008965	8422120
14.53	0.009148	8593978
14.73	0.018289	17181234
14.8	0.017023	15991314
14.93	0.009111	8559400
15	0.008452	7940172
15.1	0.01686	15838222
15.13	0.009254	8693116
15.39	0.016731	15717238
15.52	0.009195	8637614
15.59	0.008318	7813702
15.62	0.009302	8738282
15.72	0.018613	17485614
15.87	0.016513	15512888
16	0.002928	2750576
