1	0.000076	127874
1.73	0.001797	3013930
2	0.001572	2636848
2.65	0.002832	4749794
3	0.001464	2455816
3.46	0.001476	2475880
3.61	0.002944	4937590
4	0.001469	2462970
4.36	0.00293	4913062
4.58	0.002926	4906630
5	0.001465	2456730
5.2	0.001468	2460908
5.29	0.002937	4924584
5.57	0.002932	4917084
6	0.001465	2456112
6.08	0.002929	4912140
6.24	0.002931	4915266
6.56	0.002934	4919964
6.93	0.001466	2459062
7	0.004397	7372592
7.21	0.002936	4923106
7.55	0.002928	4909480
7.81	0.002933	4919176
7.94	0.002928	4909972
8	0.001467	2460652
8.19	0.002934	4919768
8.54	0.002931	4914432
8.66	0.001461	2450336
8.72	0.002934	4920204
8.89	0.002933	4918392
9	0.001464	2454296
9.17	0.002928	4910740
9.54	0.005869	9840926
9.64	0.002932	4915974
9.85	0.002931	4915244
10	0.001468	2462046
10.15	0.002932	4917268
10.39	0.001466	2459088
10.44	0.002929	4910828
10.54	0.002926	4907348
10.58	0.002934	4919424
10.82	0.002931	4914258
11	0.001467	2459430
11.14	0.002935	4922480
11.27	0.002935	4922162
11.36	0.002932	4916042
11.53	0.005862	9829736
11.79	0.00293	4913126
12	0.001465	2457390
12.12	0.004396	7371626
12.17	0.002934	4919246
12.29	0.002935	4921484
12.49	0.002935	4921886
12.53	0.00293	4913802
12.77	0.002935	4921776
13	0.004399	7376466
13.08	0.002933	4918748
13.11	0.002929	4912130
13.23	0.002936	4923966
13.45	0.00293	4912666
13.53	0.00293	4913516
13.75	0.002932	4917496
13.86	0.001466	2458846
13.89	0.002935	4922154
14	0.004397	7373316
14.11	0.002929	4910960
14.18	0.00293	4912560
14.42	0.002937	4924502
14.53	0.002932	4916432
14.73	0.005863	9832008
14.8	0.002932	4916744
14.93	0.002935	4921622
15	0.001464	2454594
15.1	0.002934	4920722
15.13	0.002932	4916570
15.39	0.002933	4917814
15.52	0.002931	4915720
15.59	0.001467	2460700
15.62	0.002938	4926556
15.72	0.005861	9828810
15.87	0.002933	4919014
16	0.001464	2455052
16.09	0.005857	9822422
16.37	0.002932	4916002
16.46	0.002932	4917272
16.52	0.005862	9830242
16.64	0.002934	4919394
16.7	0.002929	4911812
16.82	0.002931	4914738
17	0.001467	2459196
17.06	0.002935	4922364
17.09	0.002931	4914810
17.32	0.001466	2458564
17.35	0.005868	9840030
17.44	0.002936	4923320
17.52	0.002931	4915056
17.58	0.002933	4918348
17.69	0.002931	4914764
17.78	0.002936	4922906
18	0.001464	2455408
18.03	0.00293	4913020
18.08	0.002929	4912390
18.19	0.002935	4921396
18.25	0.002931	4915814
18.33	0.00293	4914048
18.36	0.002933	4918446
18.52	0.005861	9828572
18.68	0.002929	4912350
18.73	0.002932	4916048
19	0.004394	7367826
19.05	0.001466	2459102
19.08	0.005865	9834900
19.16	0.002932	4917398
19.29	0.002934	4920278
19.31	0.002934	4919556
19.47	0.002933	4917618
19.52	0.002931	4914654
19.67	0.002929	4911094
19.7	0.002934	4920630
19.92	0.002935	4921206
19.97	0.005862	9829900
20	0.001466	2458308
20.07	0.005871	9844248
20.22	0.002932	4916936
20.3	0.002936	4923438
20.42	0.002935	4921666
20.52	0.002935	4921488
20.66	0.005866	9835942
20.78	0.001467	2460768
20.81	0.002934	4919972
20.88	0.002938	4926028
20.95	0.002931	4915608
21	0.004403	7383458
21.07	0.002933	4917880
21.17	0.002932	4917142
21.28	0.002931	4915450
21.38	0.002932	4916324
21.52	0.002932	4917504
21.63	0.002932	4915904
21.66	0.005868	9840126
21.7	0.002934	4919768
21.79	0.002932	4916472
21.93	0.005865	9834190
22	0.001467	2460368
22.07	0.002933	4918958
22.11	0.002938	4927112
22.27	0.002933	4918470
22.34	0.002931	4914248
22.52	0.004396	7370864
22.54	0.002933	4918008
22.61	0.005866	9836518
22.65	0.002932	4917112
22.72	0.002937	4925506
22.87	0.002931	4914558
22.91	0.00293	4913542
23	0.001467	2460454
23.07	0.005871	9844950
23.26	0.002933	4917982
23.3	0.002931	4915566
23.39	0.002936	4922708
23.43	0.002937	4925604
23.52	0.005873	9848756
23.58	0.002935	4921170
23.64	0.005869	9841512
23.81	0.002935	4920924
23.9	0.002929	4912384
24	0.001466	2458114
24.02	0.002936	4923754
24.06	0.002928	4910666
24.25	0.004402	7381120
24.27	0.005863	9832474
24.33	0.002932	4915848
24.43	0.002937	4924562
24.52	0.002928	4910288
24.56	0.002936	4924124
24.58	0.002934	4920328
24.64	0.002933	4918016
24.76	0.002931	4915306
24.88	0.002935	4922126
24.98	0.002937	4925136
25	0.001468	2462056
25.06	0.002935	4922306
25.12	0.002936	4924082
25.16	0.002931	4914558
25.24	0.008802	14759272
25.36	0.00293	4913664
25.51	0.00586	9827238
25.53	0.002931	4915788
25.63	0.002932	4917248
25.71	0.002935	4922408
25.87	0.002935	4921498
25.94	0.002929	4911864
25.98	0.00147	2464846
