0	0	0	0	4.62497	0
0.06128	0.191075	0.000227	0.0862012	-0.733252	0.0002242
0.12256	0.722307	0.0007545	0.3257565	-0.707282	0.0007451
0.18384	1.47185	0.0032883	0.6655472	-0.663721	0.0032474
0.24512	2.26431	0.0086252	1.0274515	-0.6164	0.008518
0.3064	2.90245	0.0328659	1.3388233	-0.570847	0.02612
0.36768	3.40657	0.0649858	1.597772	-0.50243	0.0453808
0.42897	3.23842	0.321338	1.7784651	-0.568756	0.224396
0.49025	3.35037	0.314157	1.821656	-0.464185	0.219382
0.55153	3.79255	0.100172	1.8066299	-0.188991	0.0602912
0.61281	3.73964	0.101268	1.783919	-0.0806346	0.0609508
0.67409	3.59654	0.102961	1.7212242	-0.0005482	0.0619699
0.73537	3.51255	0.102123	1.6825949	0.0550107	0.0614652
0.79665	3.40888	0.11551	1.6493356	0.0649718	0.0695223
0.85793	3.49633	0.105387	1.6785607	0.0659336	0.0634297
0.91921	3.5431	0.103876	1.6980938	0.0244768	0.0625201
0.98049	3.59189	0.107833	1.7240039	-0.0354771	0.064902
1.04177	3.67683	0.115611	1.7700007	-0.105383	0.0695836
1.10305	3.80607	0.0978054	1.8103466	-0.155162	0.0588666
1.16434	3.86997	0.0923439	1.8336369	-0.208659	0.0555794
1.22562	3.84015	0.107902	1.8357775	-0.265961	0.0649434
1.2869	3.86646	0.100056	1.8397697	-0.294573	0.060221
1.34818	3.86302	0.0948296	1.8329954	-0.305943	0.0570756
1.40946	3.83716	0.0918641	1.8183942	-0.311144	0.0552907
1.47074	3.88111	0.0842357	1.8305411	-0.293269	0.0506993
1.53202	3.83767	0.0928185	1.8195781	-0.278223	0.0558651
1.5933	3.81774	0.100425	1.8182171	-0.250686	0.0604431
1.65458	3.80938	0.0997201	1.8137506	-0.204635	0.060019
1.71586	3.77978	0.112595	1.813307	-0.165448	0.0677679
1.77714	3.7581	0.10679	1.7977471	-0.111435	0.0642743
1.83842	3.72184	0.103121	1.7777629	-0.0675989	0.0620657
1.8997	3.72352	0.10322	1.7786178	-0.0352539	0.0621253
