0	0.00000	0.0000000	0.0000000	0.0000000	4.6249700	0.0000000
1	0.12256	0.7641490	0.0125030	0.3563318	-0.7189900	0.0123476
2	0.24512	1.8021200	0.1968290	1.0076929	-0.8916860	0.1943830
3	0.36768	1.7452900	0.3983420	1.1836352	-1.0957900	0.3933910
4	0.49025	1.7687400	0.3078520	1.1036966	-0.8275630	0.3040250
5	0.61281	2.0685900	0.3293290	1.2600911	-0.5234070	0.3252360
6	0.73537	2.4918000	0.3146000	1.4357854	-0.3743510	0.2803600
7	0.85793	3.6960700	0.2161420	1.8791887	0.1492200	0.1509360
8	0.98049	3.4581100	0.4149360	1.9709126	-0.0837364	0.2497400
9	1.10305	3.7437200	0.4400940	2.1245808	-0.1060810	0.2648810
10	1.22562	3.1270000	0.2247190	1.6317127	-0.3498560	0.1352530
11	1.34818	4.3080400	0.7174210	2.6558236	-0.3041110	0.3625890
12	1.47074	4.0093700	0.1890290	1.9930450	-0.2670100	0.0955364
13	1.59330	4.5924800	0.1444150	2.2108014	-0.0742600	0.0590502
14	1.71586	4.0331100	0.0898959	1.9045937	-0.0891160	0.0367578
15	1.83842	4.1508100	0.1659630	2.0336200	-0.0394920	0.0678610
