0	0.00000	0.0000000	0.0000000	0.0000000	4.6249700	0.0000000
1	0.12256	0.7569670	0.0126027	0.3532000	-1.5122700	0.0124461
2	0.24512	2.0249700	0.0709591	0.9820944	-1.4571400	0.0700772
3	0.36768	2.1635400	0.3184850	1.2919698	-1.6303000	0.3145270
4	0.49025	1.4917100	0.2483300	0.9195249	-1.1025400	0.2452430
5	0.61281	1.2081900	0.2060560	0.7496811	-0.4210420	0.2034950
6	0.73537	1.2643400	0.0261957	0.5950855	0.4593450	0.0258701
7	0.85793	1.6761000	0.2086440	0.9628052	0.6034610	0.2060510
8	0.98049	1.7721400	0.0569451	0.8543195	0.0953364	0.0562373
9	1.10305	1.7437900	0.1548600	0.9394783	-0.4830110	0.1529350
10	1.22562	1.7744900	0.1622040	0.9606358	-0.9836030	0.1601880
11	1.34818	1.8564500	0.3122670	1.1475767	-1.2345100	0.3083860
12	1.47074	2.0056600	0.3025810	1.2050277	-1.1511900	0.2988200
13	1.59330	2.0331900	0.1837820	1.0986158	-0.8174950	0.1637790
14	1.71586	1.9672900	0.1811370	1.0663191	-0.5590680	0.1498360
15	1.83842	2.1318200	0.0653719	1.0245843	0.0015808	0.0456504
