0	0.00000	0.0000000	0.0000000	0.0000000	4.6249700	0.0000000
1	0.12256	0.7350040	0.0009699	0.3316849	-0.7020520	0.0009578
2	0.24512	2.2648800	0.0129704	1.0320532	-0.6153360	0.0128092
3	0.36768	3.5249400	0.0574272	1.6434740	-0.4625930	0.0345640
4	0.49025	3.8796500	0.0889843	1.8346328	-0.2802060	0.0535574
5	0.61281	3.6808500	0.1081160	1.7643145	-0.0893204	0.0650723
6	0.73537	3.5839100	0.0938759	1.7064562	0.0578729	0.0565015
7	0.85793	3.5525800	0.0946526	1.6931360	0.0687871	0.0569690
8	0.98049	3.6357900	0.1089010	1.7448247	-0.0346225	0.0655446
9	1.10305	3.8214300	0.0957951	1.8152475	-0.1476080	0.0576566
10	1.22562	3.9006200	0.0913156	1.8463996	-0.2490750	0.0549605
11	1.34818	3.8385400	0.1101870	1.8373381	-0.3141400	0.0663190
12	1.47074	3.8735800	0.0815719	1.8244892	-0.2963080	0.0490961
13	1.59330	3.8496200	0.0946850	1.8268215	-0.2474680	0.0569885
14	1.71586	3.8472300	0.0938742	1.8249353	-0.1517580	0.0565005
15	1.83842	3.7912700	0.0939374	1.7998193	-0.0607200	0.0565386
