1	0.005861	603770
1.73	0.005853	603004
2	0.005858	603466
2.65	0.011717	1207102
3	0.005883	606016
3.46	0.005861	603756
3.61	0.011708	1206168
4	0.005849	602532
4.36	0.011689	1204164
4.58	0.011708	1206176
5	0.005868	604550
5.2	0.005846	602306
5.29	0.011687	1203956
5.57	0.011717	1207118
6	0.005862	603926
6.08	0.011734	1208792
6.24	0.011704	1205758
6.56	0.011702	1205494
6.93	0.005864	604098
7	0.017555	1808532
7.21	0.011712	1206620
7.55	0.011711	1206456
7.81	0.011741	1209560
7.94	0.011737	1209172
8	0.005844	602054
8.19	0.011692	1204556
8.54	0.011695	1204818
8.66	0.005866	604298
8.72	0.01174	1209468
8.89	0.011728	1208186
9	0.005848	602436
9.17	0.011696	1204880
9.54	0.023432	2413996
9.64	0.011762	1211738
9.85	0.011725	1207946
10	0.005824	599990
10.15	0.011714	1206730
10.39	0.005895	607344
10.44	0.011754	1210900
10.54	0.011722	1207588
10.58	0.011736	1209090
10.82	0.011733	1208718
11	0.00586	603682
11.14	0.011736	1209056
11.27	0.011734	1208808
11.36	0.011719	1207244
11.53	0.023473	2418208
11.79	0.011725	1207886
12	0.005865	604256
12.12	0.017606	1813730
12.17	0.011742	1209632
12.29	0.011741	1209552
12.49	0.011732	1208616
12.53	0.011725	1207946
12.77	0.011731	1208480
13	0.017625	1815730
13.08	0.011731	1208526
13.11	0.011748	1210234
13.23	0.011769	1212466
13.45	0.011768	1212390
13.53	0.011754	1210942
13.75	0.011785	1214118
13.86	0.005859	603610
13.89	0.011744	1209866
14	0.017629	1816142
14.11	0.011746	1210032
14.18	0.011762	1211678
14.42	0.01176	1211516
14.53	0.01176	1211488
14.73	0.02344	2414834
14.8	0.011714	1206752
14.93	0.011732	1208644
15	0.005847	602312
15.1	0.011725	1207868
15.13	0.011743	1209738
15.39	0.011736	1209000
15.52	0.011727	1208110
15.59	0.005881	605836
15.62	0.011747	1210128
15.72	0.023507	2421692
15.87	0.011727	1208166
16	0.002939	302748
