1.73	0.007378	760032
2	0.006352	654434
2.65	0.011348	1169054
3	0.005912	609022
3.46	0.005946	612602
3.61	0.01185	1220814
4	0.005901	607924
4.36	0.011781	1213714
4.58	0.011778	1213338
5	0.005881	605862
5.2	0.005894	607238
5.29	0.011793	1214870
5.57	0.011823	1217966
6	0.00589	606808
6.08	0.011797	1215300
6.24	0.011778	1213364
6.56	0.011782	1213816
6.93	0.005909	608702
7	0.017669	1820306
7.21	0.01179	1214564
7.55	0.011791	1214692
7.81	0.011777	1213218
7.94	0.011808	1216454
8	0.00589	606750
8.19	0.011772	1212756
8.54	0.011749	1210422
8.66	0.005909	608782
8.72	0.011769	1212400
8.89	0.011785	1214044
9	0.005912	609006
9.17	0.011806	1216266
9.54	0.023568	2427982
9.64	0.011795	1215072
9.85	0.011798	1215424
10	0.005898	607594
10.15	0.011781	1213706
10.39	0.005886	606330
10.44	0.011801	1215760
10.54	0.01178	1213596
10.58	0.011748	1210276
10.82	0.011787	1214272
11	0.005892	607018
11.14	0.0118	1215670
11.27	0.011771	1212696
11.36	0.011784	1214036
11.53	0.023562	2427380
11.79	0.011776	1213210
12	0.005886	606370
12.12	0.017699	1823392
12.17	0.011775	1213024
12.29	0.011757	1211186
12.49	0.011747	1210154
12.53	0.011784	1213992
12.77	0.011749	1210420
13	0.017697	1823176
13.08	0.011781	1213726
13.11	0.011773	1212804
13.23	0.011778	1213332
13.45	0.01179	1214564
13.53	0.011743	1209792
13.75	0.011782	1213754
13.86	0.005876	605376
13.89	0.011771	1212680
14	0.017692	1822648
14.11	0.011791	1214738
14.18	0.011718	1207228
14.42	0.011744	1209818
14.53	0.01174	1209452
14.73	0.023558	2426942
14.8	0.011769	1212414
14.93	0.011789	1214490
15	0.005903	608134
15.1	0.011794	1215024
15.13	0.011789	1214520
15.39	0.011787	1214344
15.52	0.011775	1213112
15.59	0.005909	608728
15.62	0.011762	1211760
15.72	0.023559	2427050
15.87	0.011727	1208084
16	0.002953	304214
