0	0.00000	0.0000000	0.0000000	0.0000000	4.6249700	0.0000000
1	0.12256	0.5746260	0.0100781	0.2686311	-0.2842620	0.0099529
2	0.24512	2.0799100	0.0583504	0.9942059	-0.1891650	0.0576251
3	0.36768	2.0221500	0.4267850	1.3366514	-1.0478100	0.4214800
4	0.49025	2.2318400	0.4487150	1.4529314	-1.0554300	0.3998780
5	0.61281	2.1094300	0.5470640	1.4962020	-1.2722200	0.4676360
6	0.73537	2.2226100	0.6193550	1.6194184	-1.4180200	0.5294300
7	0.85793	2.6189300	0.8833510	2.0617386	-1.1840200	0.6079840
8	0.98049	2.4451500	0.6723350	1.7725302	-1.0304200	0.4627480
9	1.10305	3.7427000	0.6211480	2.3051759	-0.5609600	0.3139320
10	1.22562	6.7862600	0.5252220	3.5786997	0.0491640	0.1640250
11	1.34818	5.0810500	0.3363990	2.6226174	-0.1931050	0.1050570
12	1.47074	4.7230800	0.9389300	3.0640798	-0.2225780	0.2932260
13	1.59330	5.7937900	0.5051570	3.1120728	-0.0630480	0.1577590
14	1.71586	5.8668600	0.1770580	2.8168517	-0.1341750	0.0552948
15	1.83842	6.8830900	0.0866907	3.1837370	-0.0422650	0.0186823
