0.00000	0.0000000	0.0000000	0.0000000	4.6249700	0.0000000
0.12256	0.7029690	0.0006292	0.3169301	-0.5696570	0.0006214
0.24512	2.2394700	0.0170861	1.0247356	-0.5113890	0.0168738
0.36768	3.7685700	0.0407709	1.7364390	-0.3620640	0.0245390
0.49025	4.4987300	0.0877624	2.1119660	-0.2087640	0.0443556
0.61281	4.6888200	0.1033560	2.2130906	-0.0616171	0.0522366
0.73537	4.7028200	0.0806420	2.1966759	0.0450290	0.0407569
0.85793	4.7168200	0.0813631	2.2036963	0.0534390	0.0411214
0.98049	4.6612800	0.1155870	2.2129299	-0.0327705	0.0584182
1.10305	4.7142400	0.0861010	2.2072733	-0.1039450	0.0435159
1.22562	4.6477700	0.0679921	2.1592562	-0.1727460	0.0343636
1.34818	4.6054500	0.0396728	2.1118950	-0.1975880	0.0200508
1.47074	4.5167600	0.0678659	2.1001821	-0.2125600	0.0342998
1.59330	4.6446200	0.0627487	2.1525955	-0.1671760	0.0317135
1.71586	4.7031800	0.0782851	2.1944809	-0.1058680	0.0395657
1.83842	4.7243800	0.1005300	2.2262648	-0.0505881	0.0508083
