0.00000	0.0000000	0.0000000	0.0000000	4.6249700	0.0000000
0.12256	0.5627700	0.0004372	0.2536555	-0.1165540	0.0004317
0.24512	2.0050900	0.0115306	0.9137208	-0.1242880	0.0113873
0.36768	3.7760400	0.0617945	1.7608237	-0.1376570	0.0371926
0.49025	5.5929400	0.1160890	2.6326324	-0.1095780	0.0474681
0.61281	6.1578100	0.5067060	3.2774126	-0.2235540	0.2071890
0.73537	5.9363400	1.0702800	3.7413362	-0.3789680	0.4376310
0.85793	5.9797900	1.0834300	3.7740365	-0.3775940	0.4430050
0.98049	6.1291700	0.7670880	3.5249080	-0.2855520	0.3136570
1.10305	6.7169200	0.0877226	3.1100008	-0.0717200	0.0273955
1.22562	6.0963100	0.0437758	2.7868105	-0.0706370	0.0136711
1.34818	5.6474400	0.0475871	2.5886527	-0.0752170	0.0148613
1.47074	5.6508100	0.0463663	2.5889483	-0.0754640	0.0144801
1.59330	6.0498400	0.0724935	2.7946190	-0.0751340	0.0226395
1.71586	6.6153300	0.1062410	3.0828087	-0.0772970	0.0331788
1.83842	7.2386900	0.0781231	3.3351717	-0.0639250	0.0243976
