0.00000	0.0000000	0.0000000	0.0000000	4.6249700	0.0000000
0.12256	0.5597890	0.0003815	0.2522585	-0.1368070	0.0003767
0.24512	2.0472900	0.0027265	0.9239047	-0.1317500	0.0026927
0.36768	3.9864300	0.0172067	1.8109009	-0.1309360	0.0103563
0.49025	5.9451400	0.0326522	2.7076679	-0.1150480	0.0133513
0.61281	6.1432700	0.8016630	3.5658273	-0.3267240	0.3277950
0.73537	6.1486900	0.9578570	3.7244601	-0.4188520	0.3916610
0.85793	7.2294300	0.6538160	3.9066980	-0.2141130	0.2041850
0.98049	6.4737200	0.7726660	3.6855163	-0.2422180	0.2413020
1.10305	5.9635600	0.6419680	3.3252718	-0.2202820	0.2004850
1.22562	5.8926400	0.2261070	2.8775004	-0.1467480	0.0706126
1.34818	6.2835700	0.2651970	3.0924893	-0.0543710	0.0828203
1.47074	6.8094000	0.5415840	3.6054735	-0.0019230	0.1691350
1.59330	7.3691300	0.5938100	3.9095500	0.0128860	0.1854450
1.71586	6.9870600	0.0187458	3.1625734	-0.0986967	0.0040398
1.83842	7.6216400	0.0218586	3.4512155	-0.0959967	0.0047107
