0.00000	0.0000000	0.0000000	0.0000000	4.6249700	0.0000000
0.12256	0.1096760	0.0023927	0.0517414	-2.6026600	0.0023630
0.24512	0.2748710	0.0196625	0.1433407	-2.8476000	0.0194181
0.36768	0.3558450	0.0399318	0.2000443	-2.8645600	0.0394355
0.49025	0.4227390	0.0444862	0.2346976	-2.5675700	0.0439333
0.61281	0.2081920	0.0184104	0.1120864	-1.3984000	0.0181816
0.73537	0.2694860	0.0131103	0.1343655	-1.1478100	0.0129473
0.85793	0.2631600	0.0115378	0.1299466	-1.0570300	0.0113944
0.98049	0.3613800	0.0178627	0.1804656	-1.5050400	0.0176407
1.10305	0.5028800	0.0318675	0.2581384	-2.0581300	0.0314714
1.22562	0.4637640	0.0465654	0.2552360	-2.3568000	0.0459866
1.34818	0.2308830	0.0324906	0.1363764	-2.0141600	0.0320868
1.47074	0.4495760	0.0528214	0.2551081	-2.5369100	0.0521649
1.59330	0.4885250	0.0509742	0.2707860	-2.4270800	0.0503406
1.71586	0.5667610	0.0461658	0.3011799	-2.2006500	0.0455920
1.83842	0.5925090	0.0297983	0.2963977	-1.8067100	0.0294280
