0.00000	0.0000000	0.0000000	0.0000000	4.6249700	0.0000000
0.12256	0.5648520	0.0003294	0.2544846	-0.5544780	0.0003253
0.24512	2.0550600	0.0034276	0.9281018	-0.5523210	0.0033850
0.36768	3.9648200	0.0210639	1.8050347	-0.5500400	0.0126779
0.49025	5.8241400	0.0983638	2.7189356	-0.5416940	0.0402203
0.61281	6.1189500	0.8020560	3.5552776	-0.7217800	0.3279550
0.73537	7.9374000	0.1402740	3.7117071	-0.5194410	0.0438072
0.85793	7.2300000	0.6165010	3.8696395	-0.6109640	0.1925320
0.98049	6.4952700	0.7587240	3.6812707	-0.6399750	0.2369480
1.10305	5.8914300	0.6581060	3.3089549	-0.6284010	0.2055250
1.22562	5.8548900	0.2642220	2.8986298	-0.5599260	0.0825157
1.34818	6.2324100	0.2503080	3.0545809	-0.4639960	0.0781704
1.47074	6.7424000	0.5294720	3.5632149	-0.4109430	0.1653530
1.59330	7.4017500	0.6336590	3.9640764	-0.3856490	0.1978900
1.71586	6.9964700	0.0044962	3.1525579	-0.5019430	0.0009690
1.83842	7.6121400	0.0338082	3.4588906	-0.4918720	0.0072858
