0.00000	0.0000000	0.0000000	0.0000000	4.6249700	0.0000000
0.12256	0.7386110	0.0010254	0.3333634	-0.7347800	0.0010127
0.24512	2.2857000	0.0091064	1.0375571	-0.6409420	0.0089932
0.36768	3.3510500	0.0670534	1.5748583	-0.5149360	0.0468246
0.49025	3.3683900	0.2067360	1.7223431	-0.4064780	0.1443680
0.61281	3.1776300	0.1934030	1.6231776	-0.1878080	0.1350570
0.73537	3.1811400	0.0986627	1.5300166	0.0278942	0.0688980
0.85793	3.2993800	0.0751203	1.5596763	0.0822933	0.0524578
0.98049	3.4222300	0.1085470	1.6483794	-0.0273079	0.0653314
1.10305	3.5941600	0.1146660	1.7318583	-0.1672650	0.0690148
1.22562	3.6982200	0.1124470	1.7764611	-0.2753110	0.0676791
1.34818	3.7418400	0.0927635	1.7764044	-0.3160720	0.0558320
1.47074	3.6728400	0.1041790	1.7567734	-0.3233450	0.0627030
1.59330	3.6706800	0.1063130	1.7579355	-0.2660690	0.0639869
1.71586	3.6088200	0.1111490	1.7349376	-0.1702450	0.0668975
1.83842	3.5771400	0.0987805	1.7083146	-0.0621450	0.0594535
