0.00000	0.0000000	0.0000000	0.0000000	4.6249700	0.0000000
0.12256	0.6580960	0.0054775	0.3015878	-1.6730800	0.0054095
0.24512	1.5770600	0.0533235	0.7629216	-1.6806700	0.0526608
0.36768	1.8682200	0.0955386	0.9361442	-1.5376900	0.0943511
0.49025	1.7071900	0.0862621	0.8544122	-1.0415200	0.0851900
0.61281	1.2460400	0.0476812	0.6083369	-0.2651440	0.0470885
0.73537	0.8029730	0.0217941	0.3830918	0.4661300	0.0215232
0.85793	0.8017130	0.0210342	0.3817650	0.4910250	0.0207727
0.98049	1.1762700	0.0377819	0.5670446	-0.0691009	0.0373123
1.10305	1.5523000	0.0615600	0.7600174	-0.5968950	0.0607949
1.22562	1.6757000	0.0857155	0.8396967	-0.9412410	0.0846502
1.34818	1.7133400	0.0947157	0.8656330	-1.1028500	0.0935385
1.47074	1.7372300	0.0919307	0.8735973	-1.1077800	0.0907881
1.59330	1.7386900	0.0764007	0.8587243	-0.9352810	0.0754511
1.71586	1.6804000	0.0544985	0.8105945	-0.6072330	0.0538212
1.83842	1.4930300	0.0353377	0.7071265	-0.2230360	0.0348985
