0.00000	0.0000000	0.0000000	0.0000000	4.6249700	0.0000000
0.12256	0.6691000	0.0005995	0.3016611	-0.4411200	0.0005921
0.24512	2.1615500	0.0108338	0.9834232	-0.3839600	0.0106992
0.36768	3.6453900	0.0404258	1.6806690	-0.2805530	0.0243313
0.49025	4.5113000	0.0887678	2.1186272	-0.1637940	0.0448637
0.61281	4.7300500	0.1444950	2.2727810	-0.0800262	0.0730285
0.73537	4.7717500	0.1529540	2.3000029	-0.0173062	0.0773040
0.85793	4.7892300	0.1399590	2.2948730	-0.0075957	0.0707361
0.98049	4.7525900	0.1469350	2.2853629	-0.0568524	0.0742619
1.10305	4.7189100	0.1171490	2.2404226	-0.1056960	0.0592076
1.22562	4.5343700	0.1484520	2.1886918	-0.1667290	0.0750287
1.34818	4.4355300	0.0957363	2.0915030	-0.1795490	0.0483857
1.47074	4.5364300	0.0646128	2.1057795	-0.1603130	0.0326557
1.59330	4.6041400	0.0926760	2.1643088	-0.1441950	0.0468390
1.71586	4.6850700	0.1207830	2.2288302	-0.1095020	0.0610446
1.83842	4.9597700	0.1412770	2.3729255	-0.0316980	0.0577674
