0.00000	0.0000000	0.0000000	0.0000000	4.6249700	0.0000000
0.12256	0.7342110	0.0007149	0.3310732	-0.7014150	0.0007060
0.24512	2.2717900	0.0104074	1.0325993	-0.6147760	0.0102780
0.36768	3.5095100	0.0580656	1.6371696	-0.4636890	0.0349482
0.49025	3.8448700	0.0970443	1.8270436	-0.2849150	0.0584085
0.61281	3.6754500	0.1154580	1.7692267	-0.0945150	0.0694915
0.73537	3.5389100	0.1103180	1.7026506	0.0430125	0.0663978
0.85793	3.5163600	0.1088120	1.6909982	0.0585250	0.0654914
0.98049	3.6291800	0.1110750	1.7440245	-0.0379239	0.0668533
1.10305	3.7858100	0.1144700	1.8178952	-0.1641820	0.0688964
1.22562	3.9018300	0.0913431	1.8469715	-0.2492740	0.0549771
1.34818	3.8387000	0.1040780	1.8313011	-0.3142670	0.0626418
1.47074	3.8336000	0.0976497	1.8225780	-0.3071660	0.0587729
1.59330	3.8265100	0.1014530	1.8231912	-0.2551120	0.0610621
1.71586	3.8218300	0.1020070	1.8216394	-0.1633000	0.0613957
1.83842	3.8004000	0.0916677	1.8016577	-0.0593696	0.0551725
